Talhão;Código;Latitude;Longitude
ST-78;AL550206Z;-13.669;-55.56
ST-79;AL550792Z;-13.672;-55.587
SU-01;AL550205Z;-16.85;-53.958
SU-02;AL550204Z;-16.849;-53.945
SU-03;AL551252Z;-16.833;-53.944
SU-03-1;AL550203Z;-16.838;-53.943
SU-03-2;AL553541Z;-16.838;-53.943
SU-04;AL553972Z;-16.843;-53.93
SU-04;AL551253Z;-16.842;-53.93
SU-04;AL553713Z;-16.84;-53.93
SU-04;AL550202Z;-16.84;-53.934
SU-05;AL553973Z;-16.843;-53.93
SU-05;AL551254Z;-16.828;-53.937
SU-06;AL553975Z;-16.843;-53.93
SU-06;AL553710Z;-16.83;-53.928
SU-06;AL551255Z;-16.83;-53.928
TA-01;AL551256Z;-13.308;-56.461
TA-02;AL551257Z;-13.33;-56.494
TA-03;AL551258Z;-13.332;-56.486
TA-04;AL551259Z;-13.348;-56.477
TA-05;AL551260Z;-13.353;-56.487
TA-06;AL551261Z;-13.336;-56.491
TA-07;AL551262Z;-13.348;-56.497
TA-08;AL551263Z;-13.365;-56.503
TA-09;AL551264Z;-13.362;-56.51
TA-10;AL551265Z;-13.349;-56.506
TA-11;AL550791Z;-13.34;-56.507
TA-12;AL550790Z;-13.331;-56.511
TA-13;AL550789Z;-13.328;-56.526
TA-14;AL550788Z;-13.337;-56.531
TA-15;AL552017Z;-13.345;-56.511
TA-16;AL551267Z;-13.348;-56.537
TA-17;AL550787Z;-13.334;-56.545
TA-18;AL550786Z;-13.322;-56.542
TA-19;AL550785Z;-13.315;-56.555
TA-20;AL550784Z;-13.33;-56.561
TA-21;AL551379Z;-13.346;-56.559
TA-22;AL550783Z;-13.319;-56.573
TA-23;AL550782Z;-13.306;-56.574
TA-24;AL550781Z;-13.307;-56.566
TA-25;AL551268Z;-13.281;-56.559
TA-26;AL551269Z;-13.285;-56.547
TA-27;AL553848Z;-13.314;-56.58
TA-27;AL550195Z;-13.289;-56.586
TA-28;AL553849Z;-13.314;-56.58
TA-28;AL550194Z;-13.302;-56.588
TA-29;AL553377Z;-13.362;-56.496
TA-29;AL550193Z;-13.309;-56.596
TA-30;AL553850Z;-13.314;-56.58
TA-30;AL550191Z;-13.307;-56.606
TA-31;AL553851Z;-13.314;-56.58
TA-31;AL550189Z;-13.292;-56.605
TA-32;AL553852Z;-13.314;-56.58
TA-32;AL550187Z;-13.293;-56.619
TA-33;AL553853Z;-13.314;-56.58
TA-33;AL550186Z;-13.306;-56.618
TA-34;AL553378Z;-13.362;-56.496
TA-34;AL550185Z;-13.32;-56.617
TA-35;AL553379Z;-13.362;-56.496
TA-35;AL550184Z;-13.318;-56.608
TA-36;AL553854Z;-13.362;-56.496
TA-36;AL550183Z;-13.32;-56.594
TA-37;AL550890Z;-13.334;-56.591
TA-38;AL550780Z;-13.33;-56.573
TA-39;AL550779Z;-13.345;-56.583
TA-40;AL550778Z;-13.347;-56.577
TA-41;AL550777Z;-13.371;-56.575
TA-42;AL550877Z;-13.369;-56.59
TA-43;AL551378Z;-13.365;-56.601
TA-44;AL550775Z;-13.384;-56.604
TA-45;AL550774Z;-13.379;-56.598
TA-SD1;AL551275Z;-13.266;-56.534
TA-SD2;AL551276Z;-13.266;-56.551
TA-SD3;AL551277Z;-13.267;-56.56
TP-01;AL550773Z;-16.761;-53.762
TP-02;AL550772Z;-16.754;-53.754
TP-03;AL550771Z;-16.766;-53.758
TP-04;AL550770Z;-16.759;-53.75
TP-05;AL550769Z;-16.769;-53.753
TP-06;AL550768Z;-16.763;-53.746
TP-07;AL550767Z;-16.756;-53.737
TP-08;AL550766Z;-16.746;-53.728
TP-09;AL550765Z;-16.749;-53.739
TP-10;AL550764Z;-16.739;-53.729
TP-11;AL550763Z;-16.748;-53.747
TP-12;AL550762Z;-16.743;-53.742
TP-13;AL550761Z;-16.735;-53.733
TP-14;AL550760Z;-16.736;-53.743
TU-01;AL550182Z;-13.655;-56.042
TU-02;AL550181Z;-13.647;-56.052
TU-03;AL550180Z;-13.65;-56.06
TU-04;AL550167Z;-13.667;-56.043
TU-05-1;AL550166Z;-13.668;-56.057
TU-05-2;AL553536Z;-13.666;-56.052
TU-05-3;AL553537Z;-13.666;-56.05
TU-05-4;AL553538Z;-13.666;-56.053
TU-05-5;AL553539Z;-13.666;-56.055
TU-06;AL551743Z;-13.663;-56.064
TU-06;AL553208Z;-13.671;-56.065
TU-07;AL550173Z;-13.664;-56.073
TU-08;AL551894Z;-13.68;-56.041
TU-09;AL550159Z;-13.676;-56.059
TU-10;AL550158Z;-13.677;-56.071
TU-11;AL550876Z;-13.682;-56.071
TU-12;AL550758Z;-13.684;-56.045
UM-01;AL551278Z;-13.828;-59.119
UM-02;AL551279Z;-13.818;-59.113
UM-03;AL550756Z;-13.822;-59.107
UM-04;AL553884Z;-13.826;-59.11
UM-04;AL550755Z;-13.832;-59.113
UM-05;AL550157Z;-13.836;-59.105
UM-06;AL553673Z;-13.827;-59.099
UM-06;AL550156Z;-13.827;-59.099
UM-07;AL554275Z;-13.832;-59.082
UM-07;AL553674Z;-13.843;-59.095
UM-07;AL550155Z;-13.843;-59.095
UM-08;AL554276Z;-13.832;-59.082
UM-08;AL553883Z;-13.837;-59.091
UM-08;AL550153Z;-13.833;-59.089
UM-09;AL554277Z;-13.832;-59.082
UM-09;AL550151Z;-13.822;-59.085
UM-10;AL553672Z;-13.816;-59.084
UM-10;AL550148Z;-13.817;-59.077
UM-11;AL550147Z;-13.831;-59.061
UM-12;AL550149Z;-13.835;-59.069
UM-13;AL553675Z;-13.842;-59.074
UM-13-1;AL550145Z;-13.839;-59.08
UM-13-2;AL553546Z;-13.844;-59.071
UM-14;AL553676Z;-13.852;-59.08
UM-14-1;AL550144Z;-13.849;-59.086
UM-14-2;AL553547Z;-13.854;-59.077
UM-15;AL554278Z;-13.832;-59.082
UM-15;AL550754Z;-13.862;-59.064
UM-16;AL554279Z;-13.832;-59.082
UM-16;AL550753Z;-13.852;-59.059
UM-17;AL554280Z;-13.832;-59.082
UM-17;AL550143Z;-13.845;-59.054
UM-18;AL554281Z;-13.832;-59.082
UM-18;AL550142Z;-13.835;-59.048
UM-19;AL554282Z;-13.832;-59.082
UM-19;AL551845Z;-13.841;-59.037
UM-20;AL554283Z;-13.832;-59.082
UM-20;AL550141Z;-13.852;-59.043
UM-21;AL554284Z;-13.832;-59.082
UM-21;AL550140Z;-13.862;-59.049
UM-22;AL551380Z;-13.868;-59.044
UM-23;AL554285Z;-13.832;-59.082
UM-23;AL551280Z;-13.872;-59.027
UM-24;AL551281Z;-13.856;-59.037
UM-25;AL550915Z;-13.84;-59.027
VC-01;AL554141Z;-12.972;-56.221
VC-01;AL550139Z;-12.961;-56.217
VC-02;AL554142Z;-12.972;-56.221
VC-02;AL550138Z;-12.978;-56.21
VC-03;AL554143Z;-12.972;-56.221
VC-03;AL550137Z;-12.981;-56.216
VC-04;AL554144Z;-12.972;-56.221
VC-04;AL550135Z;-12.969;-56.227
VC-05;AL554145Z;-12.972;-56.221
VC-05;AL550133Z;-12.989;-56.228
VD-01;AL551381Z;-13.859;-54.726
VD-02;AL553550Z;-13.826;-54.759
VD-02;AL551974Z;-13.833;-54.765
VD-03;AL551975Z;-13.825;-54.793
VE-01;AL551323Z;-10.453;-45.486
VE-02;AL551324Z;-10.438;-45.484
VE-03;AL551325Z;-10.425;-45.479
VE-04;AL551326Z;-10.41;-45.477
VE-05;AL551327Z;-10.445;-45.498
VE-06;AL551328Z;-10.432;-45.497
VE-07;AL551329Z;-10.419;-45.492
VE-08;AL551330Z;-10.409;-45.487
VE-09;AL551331Z;-10.435;-45.513
VE-10;AL552064Z;-10.426;-45.509
VE-11;AL552065Z;-10.414;-45.504
VE-12;AL552066Z;-10.401;-45.499
VE-13;AL552067Z;-10.392;-45.466
VE-14;AL552068Z;-10.381;-45.462
VE-15;AL552069Z;-10.368;-45.457
VE-16;AL552070Z;-10.358;-45.453
VE-17;AL552071Z;-10.386;-45.478
VE-18;AL552072Z;-10.375;-45.474
VE-19;AL552073Z;-10.363;-45.469
VE-20;AL552074Z;-10.353;-45.465
VE-21;AL552075Z;-10.38;-45.491
VE-22;AL552076Z;-10.37;-45.487
VE-23;AL554334Z;-10.36;-45.484
VE-23;AL552077Z;-10.357;-45.479
VE-24;AL552078Z;-10.347;-45.479
VI-10;AL550129Z;-16.676;-53.895
VI-11;AL550750Z;-16.662;-53.902
VI-12;AL550918Z;-16.663;-53.883
VI-12;AL551084Z;-16.667;-53.881
VI-13;AL550749Z;-16.659;-53.865
VI-14;AL553006Z;-16.634;-53.856
VR-01;AL554140Z;-13.371;-55.718
VR-01;AL550740Z;-13.387;-55.709
VR-02;AL554146Z;-13.371;-55.718
VR-02;AL550739Z;-13.395;-55.716
VR-03;AL554147Z;-13.371;-55.718
VR-03;AL550738Z;-13.379;-55.718
VR-04;AL554148Z;-13.371;-55.718
VR-04;AL550737Z;-13.388;-55.725
VR-05;AL554149Z;-13.371;-55.718
VR-05;AL550122Z;-13.372;-55.728
VR-06;AL554150Z;-13.383;-55.735
VR-06;AL550736Z;-13.387;-55.736
VR-06;AL553415Z;-13.383;-55.735
VS-01;AL554211Z;-16.79;-54.812
VS-01;AL550735Z;-16.747;-54.856
VS-02;AL554212Z;-16.79;-54.812
VS-02;AL550816Z;-16.75;-54.845
VS-03;AL554213Z;-16.79;-54.812
VS-03;AL550734Z;-16.757;-54.865
VS-04;AL554214Z;-16.79;-54.812
VS-04;AL550733Z;-16.763;-54.856
VS-05;AL554215Z;-16.79;-54.812
VS-05;AL550732Z;-16.776;-54.853
VS-06;AL554216Z;-16.79;-54.812
VS-06;AL550731Z;-16.783;-54.835
VS-07;AL554217Z;-16.79;-54.812
VS-07;AL550730Z;-16.791;-54.855
VS-08;AL554218Z;-16.79;-54.812
VS-08;AL550729Z;-16.794;-54.842
VS-09;AL554219Z;-16.79;-54.812
VS-09;AL550728Z;-16.803;-54.854
VS-10;AL554220Z;-16.79;-54.812
VS-10;AL551093Z;-16.806;-54.846
VS-11;AL550726Z;-16.807;-54.833
VS-12-1;AL550725Z;-16.812;-54.808
VS-12-2;AL553543Z;-16.81;-54.818
VS-13;AL550908Z;-16.81;-54.794
VS-14;AL550724Z;-16.797;-54.831
VS-15-1;AL550723Z;-16.8;-54.821
VS-15-2;AL553540Z;-16.801;-54.815
VS-16;AL550722Z;-16.802;-54.802
VS-17;AL550721Z;-16.79;-54.821
VS-18;AL550720Z;-16.792;-54.807
VS-19;AL550719Z;-16.783;-54.819
VS-20;AL550718Z;-16.782;-54.811
VS-21;AL550717Z;-16.762;-54.81
VS-22;AL550716Z;-16.778;-54.802
VS-23;AL550715Z;-16.794;-54.791
VS-24;AL551098Z;-16.803;-54.783
VS-25;AL550713Z;-16.797;-54.776
VS-26;AL550712Z;-16.785;-54.783
VS-27;AL552282Z;-16.79;-54.812
VS-27;AL550711Z;-16.769;-54.792
VS-28;AL554221Z;-16.79;-54.812
VS-28-1;AL550710Z;-16.751;-54.806
VS-28-2;AL553688Z;-16.748;-54.799
VS-29;AL553111Z;-16.741;-54.79
VS-29;AL551234Z;-16.741;-54.79
VS-30;AL552285Z;-16.759;-54.879
VS-30;AL550708Z;-16.76;-54.781
VS-31;AL553695Z;-16.752;-54.768
VS-31;AL551235Z;-16.752;-54.768
VS-32;AL550907Z;-16.782;-54.774
VS-32;AL551236Z;-16.778;-54.776
VT-01;AL553501Z;-15.908;-55.364
VT-17;AL553513Z;-15.901;-55.277
WS-01;AL551282Z;-10.528;-45.627
WS-02;AL551283Z;-10.515;-45.626
WS-03;AL552662Z;-10.528;-45.638
WS-03;AL551284Z;-10.506;-45.625
WS-04;AL552747Z;-10.528;-45.638
WS-04;AL551285Z;-10.499;-45.62
WS-05;AL551303Z;-10.544;-45.613
WS-06;AL551304Z;-10.531;-45.611
WS-07;AL551305Z;-10.522;-45.608
WS-08;AL551306Z;-10.514;-45.604
WS-09;AL551286Z;-10.505;-45.601
WS-10;AL552749Z;-10.528;-45.638
WS-10;AL551287Z;-10.497;-45.598
WS-11;AL551307Z;-10.548;-45.6
WS-12;AL552742Z;-10.528;-45.638
WS-12;AL551308Z;-10.537;-45.595
WS-13;AL552743Z;-10.528;-45.638
WS-13;AL551309Z;-10.528;-45.592
WS-14;AL552665Z;-10.528;-45.638
WS-14;AL551332Z;-10.52;-45.589
WS-15;AL552744Z;-10.528;-45.638
WS-15;AL551333Z;-10.511;-45.586
WS-16;AL552745Z;-10.528;-45.638
WS-16;AL551310Z;-10.502;-45.582
WS-17;AL552746Z;-10.528;-45.638
WS-17;AL551311Z;-10.494;-45.579
WS-18;AL552666Z;-10.528;-45.638
WS-18;AL551334Z;-10.548;-45.587
WS-19;AL552667Z;-10.528;-45.638
WS-19;AL551335Z;-10.542;-45.582
WS-20;AL552668Z;-10.528;-45.638
WS-20;AL551336Z;-10.534;-45.579
WS-21;AL552669Z;-10.528;-45.638
WS-21;AL551337Z;-10.525;-45.575
WS-22;AL552670Z;-10.528;-45.638
WS-22;AL551338Z;-10.516;-45.572
WS-23;AL552671Z;-10.528;-45.638
WS-23;AL551312Z;-10.507;-45.569
WS-24;AL552672Z;-10.528;-45.638
WS-24;AL551313Z;-10.499;-45.566
WS-25;AL552673Z;-10.528;-45.638
WS-25;AL551314Z;-10.493;-45.563
WS-26;AL552674Z;-10.528;-45.638
WS-26;AL551339Z;-10.512;-45.553
WS-27;AL552675Z;-10.528;-45.638
WS-27;AL551340Z;-10.505;-45.55
WS-28;AL552676Z;-10.528;-45.638
WS-28;AL551341Z;-10.495;-45.546
WS-29;AL552677Z;-10.528;-45.638
WS-29;AL551342Z;-10.519;-45.536
WS-30;AL552678Z;-10.528;-45.638
WS-30;AL551343Z;-10.511;-45.533
WS-31;AL552679Z;-10.528;-45.638
WS-31;AL551344Z;-10.503;-45.529
WS-32;AL552680Z;-10.528;-45.638
WS-32;AL551345Z;-10.494;-45.526
WS-33;AL552681Z;-10.528;-45.638
WS-33;AL551346Z;-10.525;-45.519
WS-34;AL552682Z;-10.528;-45.638
WS-34;AL551347Z;-10.518;-45.516
WS-35;AL552683Z;-10.528;-45.638
WS-35;AL551348Z;-10.51;-45.513
WS-36;AL552684Z;-10.528;-45.638
WS-36;AL551349Z;-10.501;-45.509
WS-37;AL552685Z;-10.528;-45.638
WS-37;AL551350Z;-10.492;-45.506
YA-01;AL554151Z;-12.857;-56.423
YA-01-1;AL550117Z;-12.85;-56.437
YA-01-2;AL553682Z;-12.845;-56.427
YA-02;AL554152Z;-12.857;-56.423
YA-02;AL550116Z;-12.862;-56.428
YA-03;AL554153Z;-12.857;-56.423
YA-03;AL550113Z;-12.866;-56.432
YA-04;AL554154Z;-12.857;-56.423
YA-04;AL550110Z;-12.875;-56.421
YA-05;AL554155Z;-12.857;-56.423
YA-05;AL550109Z;-12.868;-56.406
YA-06;AL554156Z;-12.857;-56.423
YA-06;AL550108Z;-12.883;-56.442
ZE-01;AL553734Z;-13.748;-52.645
ZE-01;AL550982Z;-13.748;-52.645
ZE-02;AL550983Z;-13.727;-52.66
ZE-02;AL549895Z;-13.727;-52.66
ZE-03;AL550984Z;-13.743;-52.631
ZE-04;AL550985Z;-13.718;-52.649
ZE-04;AL549897Z;-13.718;-52.649
ZE-05;AL550986Z;-13.737;-52.622
ZE-06;AL550987Z;-13.722;-52.61
ZE-07;AL550988Z;-13.746;-52.593
ZE-08;AL550989Z;-13.71;-52.568
ZE-09;AL550990Z;-13.759;-52.609
ZE-10;AL550991Z;-13.707;-52.554
ZE-11;AL553733Z;-13.766;-52.636
ZE-11;AL550992Z;-13.766;-52.636
ZE-11;AL549904Z;-13.764;-52.648
ZE-12;AL550993Z;-13.781;-52.615
ZE-13;AL550994Z;-13.78;-52.646
ZE-13;AL549906Z;-13.78;-52.646
ZE-13-2;AL553730Z;-13.78;-52.646
ZG-01;AL554226Z;-10.488;-45.411
ZG-01;AL551124Z;-10.483;-45.457
ZG-01;AL548314Z;-10.483;-45.457
ZG-02;AL554227Z;-10.488;-45.411
ZG-02;AL551125Z;-10.484;-45.416
ZG-02;AL548315Z;-10.484;-45.416
ZG-03;AL554228Z;-10.488;-45.411
ZG-03;AL551126Z;-10.488;-45.375
ZG-03;AL549742Z;-10.488;-45.375
BE-14;AL549601Z;-12.911;-56.369
BR-06;AL548349Z;-14.58;-58.702
BR-14;AL548362Z;-14.58;-58.702
BR-19;AL552114Z;-14.58;-58.702
BR-20;AL552115Z;-14.58;-58.702
BR-23;AL552117Z;-14.58;-58.702
BR-23;AL553769Z;-14.63;-58.754
BR-23;AL553389Z;-14.63;-58.754
BR-24;AL552118Z;-14.58;-58.702
BR-24;AL553770Z;-14.626;-58.747
BR-24;AL553390Z;-14.626;-58.747
BR-25;AL552119Z;-14.58;-58.702
BR-25;AL553771Z;-14.629;-58.737
BR-25;AL553391Z;-14.629;-58.737
BR-26;AL552120Z;-14.58;-58.702
BR-26;AL553772Z;-14.633;-58.728
BR-26;AL553462Z;-14.633;-58.728
BS-04;AL548447Z;-16.847;-53.642
BT-01;AL553643Z;-10.47;-45.496
CN-01;AL549944Z;-10.445;-45.388
CU-05;AL552203Z;-13.224;-56.718
CU-06;AL552204Z;-13.224;-56.723
CU-07;AL552205Z;-13.224;-56.723
CU-08;AL552206Z;-13.224;-56.723
CU-09;AL552207Z;-13.224;-56.723
CU-10;AL552208Z;-13.224;-56.723
CU-11;AL552209Z;-13.224;-56.723
CU-12;AL552210Z;-13.224;-56.723
CU-13;AL552211Z;-13.224;-56.723
CU-14;AL552212Z;-13.224;-56.723
CU-15;AL552213Z;-13.224;-56.723
DV-01;AL554097Z;-12.921;-56.323
DV-01;AL551824Z;-12.929;-56.357
EUC-01;AL548182Z;-13.675;-55.598
EUC-01;AL549430Z;-16.37;-55.044
EUC-02;AL548268Z;-13.74;-55.564
EUC-02;AL549432Z;-16.376;-55.058
EUC-03;AL548267Z;-13.752;-55.555
EUC-03;AL549431Z;-16.384;-55.069
EUC-04;AL548266Z;-13.76;-55.543
EUC-04;AL549575Z;-16.415;-55.143
MI-12;AL549465Z;-16.396;-55.111
MI-14;AL551792Z;-16.4;-55.118
PASTO - MI-12;AL551791Z;-16.4;-55.106
PASTO - MI-14;AL549466Z;-16.407;-55.114
PASTO - MI-16;AL549455Z;-16.404;-55.131
PASTO - MI-25;AL549461Z;-16.388;-55.146
PASTO - MI-26;AL549462Z;-16.382;-55.126
PASTO - MI-51;AL549989Z;-16.343;-55.018
PASTO - MI-52;AL549439Z;-16.334;-55.021
PASTO - MI-53;AL549440Z;-16.338;-55.032
PASTO - MI-54;AL549434Z;-16.341;-55.043
PASTO - MI-55;AL549435Z;-16.343;-55.052
PASTO - MI-56;AL552054Z;-16.337;-55.06
PASTO - MI-57;AL552055Z;-16.332;-55.081
PASTO - MI-58;AL552056Z;-16.373;-55.132
PASTO - MI-59;AL552057Z;-16.382;-55.147
PL-16;AL553299Z;-13.814;-54.751
PL-16;AL553454Z;-13.818;-54.747
PL-16;AL551963Z;-13.81;-54.752
PL-17;AL553758Z;-13.849;-54.757
PL-17;AL551964Z;-13.833;-54.737
PL-18;AL553300Z;-13.814;-54.751
PL-18;AL553544Z;-13.842;-54.728
PL-18;AL551965Z;-13.844;-54.718
PL-19;AL553759Z;-13.849;-54.757
PL-19;AL551966Z;-13.838;-54.715
PN-15;AL553765Z;-13.849;-54.757
PN-15;AL551745Z;-13.895;-54.774
PN-16;AL553766Z;-13.849;-54.757
PN-16;AL551746Z;-13.899;-54.762
PN-17;AL551747Z;-13.909;-54.752
PN-18;AL551748Z;-13.915;-54.736
PN-19;AL551735Z;-13.904;-54.733
PN-20;AL551736Z;-13.895;-54.727
PN-21;AL551737Z;-13.89;-54.722
PN-22;AL551738Z;-13.884;-54.715
PT-09;AL548545Z;-16.752;-53.79
SB-07;AL548279Z;-11.933;-56.299
SD-18;AL554327Z;-13.703;-52.725
SD-18;AL551547Z;-13.645;-52.658
SD-19;AL554328Z;-13.703;-52.725
SD-19;AL551548Z;-13.638;-52.642
SD-20;AL554329Z;-13.703;-52.725
SD-20;AL551549Z;-13.631;-52.627
SD-21;AL554330Z;-13.703;-52.725
SD-21;AL552001Z;-13.637;-52.659
Sede - Algodão;AL553003Z;-13.852;-57.459
Sede - Algodão;AL548189Z;-11.883;-56.252
Sede-Milho;AL549321Z;-13.194;-56.763
SH-05;AL553721Z;-14.549;-58.631
SN-09;AL551940Z;-16.214;-55.113
TM-01;AL551948Z;-13.17;-56.821
TM-02;AL551949Z;-13.164;-56.818
TM-03;AL551950Z;-13.183;-56.826
TM-04;AL551951Z;-13.187;-56.825
VE-01;AL552657Z;-13.17;-56.771
VE-02;AL552658Z;-13.17;-56.771
VE-03;AL552659Z;-13.17;-56.771
VE-04;AL554234Z;-13.17;-56.771
VE-05;AL554235Z;-13.17;-56.771
VE-06;AL554236Z;-13.17;-56.771
VE-07;AL554238Z;-13.17;-56.771
VE-08;AL554239Z;-13.17;-56.771
VE-09;AL554240Z;-13.17;-56.771
VE-10;AL554241Z;-13.17;-56.771
VE-11;AL554243Z;-13.17;-56.771
VE-12;AL554245Z;-13.17;-56.771
VE-13;AL554246Z;-13.17;-56.771
VE-14;AL554247Z;-13.17;-56.771
VE-23;AL553011Z;-13.17;-56.771
VE-24;AL553012Z;-13.17;-56.771
VT-02;AL553502Z;-15.899;-55.359
VT-03;AL553503Z;-15.896;-55.35
VT-04;AL551402Z;-15.896;-55.35
VT-05;AL553666Z;-15.893;-55.328
VT-06;AL553667Z;-15.908;-55.32
VT-07;AL553668Z;-15.9;-55.32
VT-08;AL553282Z;-15.963;-55.301
VT-08;AL553504Z;-15.891;-55.314
VT-09;AL553283Z;-15.963;-55.301
VT-09;AL553505Z;-15.879;-55.312
VT-10;AL553506Z;-15.872;-55.293
VT-11;AL553507Z;-15.879;-55.301
VT-12;AL553508Z;-15.883;-55.289
VT-13;AL553287Z;-15.963;-55.301
VT-13;AL553702Z;-15.893;-55.303
VT-13;AL553509Z;-15.895;-55.31
VT-14;AL553510Z;-15.905;-55.308
VT-15;AL553289Z;-15.963;-55.301
VT-15;AL553703Z;-15.894;-55.292
VT-15;AL553511Z;-15.895;-55.292
VT-16;AL553512Z;-15.906;-55.294
VT-18;AL553514Z;-15.89;-55.275
VT-19;AL553705Z;-15.898;-55.265
VT-19-1;AL553515Z;-15.898;-55.265
VT-19-2;AL553704Z;-15.898;-55.265
VT-20;AL553706Z;-15.916;-55.272
VT-20;AL553516Z;-15.915;-55.27
VT-21;AL553517Z;-15.927;-55.274
VT-22;AL551420Z;-15.946;-55.276
WS-01;AL552660Z;-13.17;-56.771
WS-02;AL552661Z;-13.17;-56.771
WS-05;AL552663Z;-13.17;-56.771
WS-06;AL554222Z;-13.17;-56.771
WS-07;AL554223Z;-13.17;-56.771
WS-08;AL554224Z;-13.17;-56.771
WS-11;AL552664Z;-13.17;-56.771
